household_id,respondent_id,county,wave,gender,KPMD_status,sheep_owned,goats_owned,vaccinated_sheep,vaccinated_goats,disease_cases_sheep,disease_cases_goats,treated_sheep,treated_goats,sold_sheep_to_KPMD,sold_sheep_to_nonKPMD,sold_goats_to_KPMD,sold_goats_to_nonKPMD,avg_liveweight_sheep_KPMD_kg,avg_liveweight_sheep_nonKPMD_kg,avg_liveweight_goat_KPMD_kg,avg_liveweight_goat_nonKPMD_kg,price_per_kg_sheep_KPMD,price_per_kg_sheep_nonKPMD,price_per_kg_goat_KPMD,price_per_kg_goat_nonKPMD,age_at_sale_sheep_months,age_at_sale_goat_months,distance_to_market_km,time_to_market_hours,gender_decision_index_0_1,gender_control_index_0_1,has_credit,loan_amount_kes,repayment_rate_0_1,rCSI,coping_capacity_index_0_100,total_income_kes,livestock_income_kes,other_income_kes,sold_sheep_total,sold_goats_total,vaccination_rate_sheep,vaccination_rate_goats,disease_rate_sheep,disease_rate_goats,revenue_sheep_KPMD,revenue_sheep_nonKPMD,revenue_goat_KPMD,revenue_goat_nonKPMD,total_livestock_sales_revenue
HH0166,R0166,Narok,Endline,Male,KPMD,8,14,5,10,1,1,1,1,4,1,0,0,26.88980871,24.35103535,,,397.0716077,319.1537216,,,8.982914738,,18.37647372,2.712847982,0.733330821,0.625866533,FALSE,0,,2.284897029,84.11698939,31374,19181,12193,5,0,0.625,0.714285714,0.125,0.071428571,42708.72,7771.72,0,0,50480.44
HH0167,R0167,Kajiado,Baseline,Male,Non-KPMD Seller,20,9,10,5,3,1,2,1,1,4,1,2,26.20077707,20.66899645,22.95700548,20.79477705,345.7707365,370.6458875,385.5023272,452.3598284,12.47642125,9.039075772,35.20416232,2.079027757,0.591315384,0.672740429,FALSE,0,,19.21046607,73.90835334,44983,25327,19656,5,3,0.5,0.555555556,0.15,0.111111111,9059.46,30643.51,8849.98,18813.44,67366.39
HH0167,R0167,Kajiado,Midline,Male,Non-KPMD Seller,19,11,10,5,2,2,1,1,1,3,1,2,25.48077612,18.84188183,22.43284603,22.45552472,398.5165112,319.6232445,447.8997807,373.9012557,16.22898623,17.58730302,35.17520549,3.384090584,0.504237826,0.430221474,TRUE,50785,0.648801471,10.47451616,64.98136227,85422,43913,41509,4,3,0.526315789,0.454545455,0.105263158,0.181818182,10154.51,18066.91,10047.67,16792.3,55061.39
HH0167,R0167,Kajiado,Endline,Male,Non-KPMD Seller,18,13,10,7,3,2,2,1,1,1,0,1,18.74041707,16.80209361,,22.84455446,331.2105757,259.8411311,,415.6420145,17.78020819,9.075892668,6.046717769,1.746856637,0.205008912,0.393275653,FALSE,0,,10.2764704,64.56324653,73965,50564,23401,2,1,0.555555556,0.538461538,0.166666667,0.153846154,6207.02,4365.88,0,9495.16,20068.06
HH0168,R0168,Kajiado,Baseline,Female,Non-KPMD Seller,11,17,6,8,2,2,1,1,1,1,1,0,29.12327334,21.87617292,20.67553935,,384.6816414,360.9722117,350.2656505,,14.24012381,16.96721297,6.006433188,3.178608776,0.497334671,0.401506008,FALSE,0,,1.803730991,48.86331303,103692,52228,51464,2,1,0.545454545,0.470588235,0.181818182,0.117647059,11203.19,7896.69,7241.93,0,26341.81
HH0168,R0168,Kajiado,Midline,Female,Non-KPMD Seller,10,19,5,9,2,3,1,2,0,2,0,0,,22.64823894,,,,311.2427208,,,8.755436458,,35.69219604,2.473883664,0.733191687,0.370182762,FALSE,0,,21.20221137,73.69114368,19303,9125,10178,2,0,0.5,0.473684211,0.2,0.157894737,0,14098.2,0,0,14098.2
HH0168,R0168,Kajiado,Endline,Female,Non-KPMD Seller,11,15,6,8,2,2,1,1,1,4,1,2,22.86426822,19.37047202,22.61127703,18.31102635,338.8802371,371.5603608,425.1492219,361.558135,18.10295391,12.21870824,20.97225455,3.062342288,0.518347092,0.841605238,TRUE,12932,0.745114614,8.296087331,64.22387814,63469,18525,44944,5,3,0.545454545,0.533333333,0.181818182,0.133333333,7748.25,28789.2,9613.17,13241,59391.62
HH0169,R0169,Kajiado,Baseline,Male,Control,21,13,8,6,4,2,2,1,1,3,1,4,23.11276004,18.59170267,21.68912305,29.79008654,317.2257463,328.8257387,343.4923539,375.6143738,10.39192691,12.67374693,4.4990484,3.032334466,0.960219814,0.683461182,FALSE,0,,0.157837179,66.17797249,37791,17100,20691,4,5,0.380952381,0.461538462,0.19047619,0.153846154,7331.96,18340.29,7450.05,44758.34,77880.64
HH0169,R0169,Kajiado,Midline,Male,Control,19,11,8,4,3,2,1,1,0,4,0,4,,19.5887384,,22.23421179,,276.195607,,273.5202132,21.77112343,10.5763655,19.86274677,2.980671093,0.416409865,0.15343349,FALSE,0,,5.262100167,59.48750057,27958,8424,19534,4,4,0.421052632,0.363636364,0.157894737,0.181818182,0,21641.29,0,24326.03,45967.32
HH0169,R0169,Kajiado,Endline,Male,Control,21,11,10,5,4,2,2,1,0,3,0,3,,22.45946919,,25.11654187,,391.0068027,,346.4446407,17.87944423,13.79159806,20.05320291,2.794869987,0.375699367,0.447251546,FALSE,0,,9.49810051,39.12833115,58010,40297,17713,3,3,0.476190476,0.454545455,0.19047619,0.181818182,0,26345.42,0,26104.47,52449.89
HH0170,R0170,Samburu,Baseline,Female,Non-KPMD Seller,25,22,12,12,3,3,2,2,2,3,1,3,24.88236654,20.31982269,25.19012334,18.49190128,450.0563629,346.1898096,338.4149722,316.2392439,14.13093091,13.41947581,43.69656685,1.873050464,0.786529246,0.174501193,FALSE,0,,20.00678729,78.08141936,46175,30298,15877,5,4,0.48,0.545454545,0.12,0.136363636,22396.93,21103.55,8524.71,17543.59,69568.78
HH0170,R0170,Samburu,Midline,Female,Non-KPMD Seller,24,23,13,13,4,4,2,2,0,1,0,1,,18.89904794,,14,,293.6148506,,406.8198062,8.845388313,11.58402348,20.16378068,2.780600698,0.52364182,0.900460518,FALSE,0,,12.24662916,51.87842869,64894,35387,29507,1,1,0.541666667,0.565217391,0.166666667,0.173913043,0,5549.04,0,5695.48,11244.52
HH0170,R0170,Samburu,Endline,Female,Non-KPMD Seller,26,26,15,14,3,3,2,2,0,3,0,0,,19.68480893,,,,324.7280596,,,10.40215273,,31.49582571,2.601482895,0.524158579,0.396948614,FALSE,0,,9.709418179,51.73860422,24988,15199,9789,3,0,0.576923077,0.538461538,0.115384615,0.115384615,0,19176.63,0,0,19176.63
HH0171,R0171,Narok,Baseline,Male,Control,22,16,8,7,4,3,2,2,0,5,0,6,,21.54212245,,21.02058408,,373.841453,,375.9586739,12.36877667,12.97871242,48.31672343,2.81971864,0.073049155,0.282316446,TRUE,16174,0.854380665,5.273525876,41.47065438,47140,30395,16745,5,6,0.363636364,0.4375,0.181818182,0.1875,0,40266.69,0,47417.23,87683.92
HH0171,R0171,Narok,Midline,Male,Control,20,19,8,9,4,4,2,2,0,2,0,4,,17.48500812,,25.09835165,,366.4120298,,382.7471478,17.01987389,11.29907083,33.54164514,2.336257171,0.135857439,0.250016063,FALSE,0,,11.37872354,65.35266889,94464,52316,42148,2,4,0.4,0.473684211,0.2,0.210526316,0,12813.43,0,38425.29,51238.72
HH0171,R0171,Narok,Endline,Male,Control,20,15,9,6,4,3,2,2,0,1,0,0,,20.14202265,,,,336.0353544,,,16.55856932,,39.27409209,3.376626327,0.288937445,0.267755316,FALSE,0,,12.5005336,49.94424994,37591,19064,18527,1,0,0.45,0.4,0.2,0.2,0,6768.43,0,0,6768.43
HH0172,R0172,Kajiado,Baseline,Female,Non-KPMD Seller,5,15,2,8,1,2,1,1,1,3,1,3,22.52074712,22.78805214,25.98285807,20.06431406,376.7021616,380.9213138,354.9651669,442.3332047,11.36259172,7.244231729,24.10067009,3.788921092,0.519638923,0.682108731,FALSE,0,,16.71258138,42.80365813,61111,29148,31963,4,4,0.4,0.533333333,0.2,0.133333333,8483.61,26041.36,9223.01,26625.34,70373.32
HH0172,R0172,Kajiado,Midline,Female,Non-KPMD Seller,6,11,3,5,1,2,1,1,1,4,1,1,24.50472981,25.89919617,18.84555476,24.08339442,322.9304974,328.3596931,399.8971655,388.5015564,13.98918645,13.52519514,24.4043984,1.535476733,0.507603852,0.332110467,FALSE,0,,4.335820796,78.56672338,19615,10276,9339,5,2,0.5,0.454545455,0.166666667,0.181818182,7913.32,34017.01,7536.28,9356.44,58823.05
HH0172,R0172,Kajiado,Endline,Female,Non-KPMD Seller,5,11,2,6,1,1,1,1,1,3,0,0,22.34379707,22.00112931,,,391.411278,364.4909216,,,10.47854601,,7.241598354,2.187915233,0.649976351,0.184714396,TRUE,13583,0.970675235,0,68.79253186,46889,20375,26514,4,0,0.4,0.545454545,0.2,0.090909091,8745.61,24057.64,0,0,32803.25
HH0173,R0173,Samburu,Baseline,Male,Control,24,22,11,10,4,4,2,2,0,3,0,2,,24.2750524,,14.45379578,,410.6129399,,270.1560135,13.53882002,15.8234856,12.11618128,2.896617774,0.667759535,0.84445444,FALSE,0,,10.69453204,60.79811854,72784,41735,31049,3,2,0.458333333,0.454545455,0.166666667,0.181818182,0,29902.95,0,7809.56,37712.51
HH0173,R0173,Samburu,Midline,Male,Control,22,21,8,9,4,4,2,2,0,0,0,4,,,,18.24988547,,,,381.7709868,,8.531171163,15.83976928,2.005602247,0.627517051,0.056055767,FALSE,0,,8.444701004,57.79019654,54656,21063,33593,0,4,0.363636364,0.428571429,0.181818182,0.19047619,0,0,0,27869.11,27869.11
HH0173,R0173,Samburu,Endline,Male,Control,18,23,6,10,3,3,2,2,0,1,0,3,,19.81051334,,27.57970064,,392.6831336,,361.0963922,12.27751759,8.68317141,35.28233426,2.102367699,0.535203153,0.569612272,FALSE,0,,12.00822505,37.20677333,12796,9025,3771,1,3,0.333333333,0.434782609,0.166666667,0.130434783,0,7779.25,0,29876.79,37656.04
HH0174,R0174,Kajiado,Baseline,Female,KPMD,9,6,6,4,1,0,1,0,2,2,1,0,26.80313077,23.89484612,25.97475952,,388.5605756,381.6952371,435.1285599,,6.77485014,8.437071049,15.68624043,1.884125732,0.275625719,0.729516554,FALSE,0,,3.718812752,55.5855694,10671,8415,2256,4,1,0.666666667,0.666666667,0.111111111,0,20829.28,18241.1,11302.36,0,50372.74
HH0174,R0174,Kajiado,Midline,Female,KPMD,5,12,3,8,1,1,1,1,3,1,1,1,25.97027216,25.21679612,23.123128,24.38589301,413.5387221,382.1434723,335.1063744,305.4761356,9.932302284,11.80246223,23.59199603,1.162139184,0.444110255,0.672829646,FALSE,0,,10.40815165,73.78327711,25531,13878,11653,4,2,0.6,0.666666667,0.2,0.083333333,32219.14,9636.43,7748.71,7449.31,57053.59
HH0174,R0174,Kajiado,Endline,Female,KPMD,10,14,7,9,1,1,1,1,2,0,3,1,25.05433376,,24.89045319,28.5542902,332.4959553,,447.6494078,418.1885919,14.56295202,14.87524355,20.80574966,1.491949353,0.534201892,0.296581578,FALSE,0,,8.040055322,75.10961186,103172,54143,49029,2,4,0.7,0.642857143,0.1,0.071428571,16660.93,0,33426.59,11941.08,62028.6
HH0175,R0175,Samburu,Baseline,Male,Non-KPMD Seller,10,17,6,8,2,2,1,1,1,2,0,2,26.88003004,19.57185403,,25.59223668,347.0007143,364.5319497,,373.1296527,13.66213985,15.04576901,31.89785746,2.975175086,0.529209392,0.778605314,TRUE,46351,0.828029129,11.73761607,55.68122025,108254,43821,64433,3,2,0.6,0.470588235,0.2,0.117647059,9327.39,14269.13,0,19098.44,42694.96
HH0175,R0175,Samburu,Midline,Male,Non-KPMD Seller,6,18,3,10,1,2,1,1,0,0,0,3,,,,16.53821113,,,,428.1584019,,12.32899218,5.377866736,2.110793674,0.539070665,0.45347828,FALSE,0,,15.71993893,67.02204314,29301,18598,10703,0,3,0.5,0.555555556,0.166666667,0.111111111,0,0,0,21242.92,21242.92
HH0175,R0175,Samburu,Endline,Male,Non-KPMD Seller,11,18,6,10,1,2,1,1,1,2,0,1,24.00481894,20.59219093,,18.12464159,395.7181625,375.1900323,,376.5709503,9.147336407,11.24622566,15.55909939,3.811768852,0.443984763,0.425988911,FALSE,0,,9.6846256,55.31103508,162489,78017,84472,3,1,0.545454545,0.555555556,0.090909091,0.111111111,9499.14,15451.97,0,6825.21,31776.32
HH0176,R0176,Kajiado,Baseline,Female,Control,19,5,8,2,3,1,1,0,0,2,0,0,,18.23411684,,,,355.4465245,,,13.38304426,,27.60580016,3.577860419,0.600547092,0.843906138,FALSE,0,,14.26325902,48.56530176,110329,59286,51043,2,0,0.421052632,0.4,0.157894737,0.2,0,12962.51,0,0,12962.51
HH0176,R0176,Kajiado,Midline,Female,Control,20,5,8,2,3,1,1,0,0,2,0,2,,26.3011919,,24.73093692,,325.9904598,,450.2763373,13.98724371,20.76816915,25.44686131,3.003334925,0.569468717,0.053809043,FALSE,0,,9.107843297,55.01352333,72267,35978,36289,2,2,0.4,0.4,0.15,0.2,0,17147.88,0,22271.51,39419.39
HH0176,R0176,Kajiado,Endline,Female,Control,20,5,9,2,3,1,1,1,0,2,0,0,,22.95356907,,,,380.3951283,,,16.6647722,,15.30389663,2.372907468,0.70064366,0.643624115,FALSE,0,,9.647272197,54.58105885,49494,22502,26992,2,0,0.45,0.4,0.15,0.2,0,17462.85,0,0,17462.85
HH0177,R0177,Narok,Baseline,Male,Control,21,20,8,8,4,3,2,2,0,4,0,4,,19.53504653,,16.09593505,,394.2430316,,370.5575534,14.63261708,16.13740875,19.22593768,1.637920526,0.456121717,0.456508899,FALSE,0,,14.8099772,67.13740741,67401,40519,26882,4,4,0.380952381,0.4,0.19047619,0.15,0,30806.22,0,23857.88,54664.1
HH0177,R0177,Narok,Midline,Male,Control,21,23,8,10,4,4,2,2,0,4,0,4,,28.52192987,,17.8345841,,297.4951793,,356.9272678,17.14509466,14.06514301,40.79501843,2.389652404,0.556024171,0.597759272,TRUE,21537,1,10.55779687,68.23768785,70495,44479,26016,4,4,0.380952381,0.434782609,0.19047619,0.173913043,0,33940.55,0,25462.6,59403.15
HH0177,R0177,Narok,Endline,Male,Control,19,25,7,10,3,4,2,2,0,3,0,2,,16.00504631,,17.79669014,,343.8756594,,361.1111798,12.35136623,12.75703627,11.40437271,2.850035015,0.242068621,0.607147323,FALSE,0,,20.50387311,62.34215035,23659,12106,11553,3,2,0.368421053,0.4,0.157894737,0.16,0,16511.24,0,12853.17,29364.41
HH0178,R0178,Samburu,Baseline,Female,KPMD,15,24,9,17,1,2,1,1,1,0,2,1,26.50896543,,22.34558702,20.65382302,422.1227887,,405.9281187,338.3772821,12.05292543,15.13673373,20.93786688,2.315065567,0.804180033,0.458744355,TRUE,23442,0.93492545,12.88211563,55.62602873,19787,13362,6425,1,3,0.6,0.708333333,0.066666667,0.083333333,11190.04,0,18141.4,6988.78,36320.22
HH0178,R0178,Samburu,Midline,Female,KPMD,20,22,12,14,2,2,1,1,3,1,2,1,25.39817327,23.25073599,20.89077197,21.03789317,386.4509838,325.7566479,411.6867461,363.9155719,11.5712393,11.62180626,22.85143096,2.395614837,0.940610914,0.767033469,FALSE,0,,5.758699125,79.88754501,32444,26367,6077,4,3,0.6,0.636363636,0.1,0.090909091,29445.45,7574.08,17200.91,7656.02,61876.46
HH0178,R0178,Samburu,Endline,Female,KPMD,16,27,12,20,2,3,1,2,3,1,1,1,26.23965629,21.92638978,25.8248752,18.73679682,353.3786453,384.1210149,329.8051659,410.6425416,6,6,13.01021257,2.10080469,0.786703705,0.639535919,TRUE,35900,0.916198171,16.86834712,65.8987912,74562,46157,28405,4,2,0.75,0.740740741,0.125,0.111111111,27817.6,8422.39,8517.18,7694.13,52451.3
HH0179,R0179,Narok,Baseline,Female,KPMD,28,10,18,7,3,1,2,1,7,3,3,2,29.49723018,25.61510532,21.00938048,20.62369259,421.1786803,306.7758155,415.8127221,400.3641099,11.21806999,11.45698967,26.31793925,2.448862743,0.234431465,0.202778331,FALSE,0,,9.248395076,51.4760154,52782,31855,20927,10,5,0.642857143,0.7,0.107142857,0.1,86965.23,23574.28,26207.9,16513.97,153261.38
HH0179,R0179,Narok,Midline,Female,KPMD,28,11,20,7,3,1,2,1,3,1,1,1,28.81088073,15.92250494,25.97533967,21.11943885,398.4168907,309.6588753,447.8504395,411.0976278,13.70505645,13.37967715,10.54379533,1.466263372,0.782226986,0.232978264,FALSE,0,,9.863990367,64.72377372,81758,28262,53496,4,2,0.714285714,0.636363636,0.107142857,0.090909091,34436.22,4930.54,11633.07,8682.15,59681.98
HH0179,R0179,Narok,Endline,Female,KPMD,28,11,17,7,3,1,2,1,2,2,2,2,20.38053262,27.45309305,22.1067755,26.32062219,407.8891272,362.9221779,398.3633356,401.5648623,9.208773048,15.0032507,19.43207708,2.946517164,0.378366153,0.919288995,TRUE,46982,0.721708696,8.039167524,51.96998078,84173,37306,46867,4,4,0.607142857,0.636363636,0.107142857,0.090909091,16626,19926.67,17613.06,21138.87,75304.6
HH0180,R0180,Kajiado,Baseline,Male,KPMD,27,16,19,10,2,2,1,1,4,2,0,0,25.19986107,22.67802258,,,363.6392861,367.1571116,,,14.45452658,,22.02391169,1.815637138,0.315567359,0.401770259,TRUE,20503,0.817814454,16.0295535,52.92078674,47519,21441,26078,6,0,0.703703704,0.625,0.074074074,0.125,36654.64,16652.79,0,0,53307.43
HH0180,R0180,Kajiado,Midline,Male,KPMD,28,16,19,12,3,2,2,1,3,2,3,1,27.63039009,23.27185843,23.91319171,23.48746965,447.8583288,297.6968758,363.1937474,371.8493808,18.09742098,7.785052539,17.90004688,1.285818589,0.929418945,0.624355113,TRUE,18833,0.755493208,1.097663077,68.04641993,59250,33914,25336,5,4,0.678571429,0.75,0.107142857,0.125,37123.5,13855.92,26055.37,8733.8,85768.59
HH0180,R0180,Kajiado,Endline,Male,KPMD,25,18,17,12,2,2,1,1,3,2,3,2,24.93456954,19.21340155,28.57202449,21.99032039,401.494617,380.272422,374.8680603,361.1112128,16.00344705,7.648407003,39.27918075,1.37858905,0.233193959,0.360438218,TRUE,21688,0.839093198,5.930712003,67.60449925,134372,82838,51534,5,5,0.68,0.666666667,0.08,0.111111111,30033.29,14612.65,32132.22,15881.9,92660.06
HH0181,R0181,Samburu,Baseline,Female,KPMD,19,20,13,13,2,2,1,1,1,0,0,0,25.73793443,,,,392.4533673,,,,12.1646868,,29.59803363,1.831733742,0.996765027,0.852524934,TRUE,48294,0.866436144,7.979082264,55.97279971,41863,19927,21936,1,0,0.684210526,0.65,0.105263158,0.1,10100.94,0,0,0,10100.94
HH0181,R0181,Samburu,Midline,Female,KPMD,23,21,16,14,3,2,2,1,2,1,3,2,26.16713325,23.98183391,24.44549936,31.3145642,353.3352289,319.5929811,427.7638699,343.217395,11.12578092,7.74076714,22.91557919,2.252980071,0.915385558,0.540829275,TRUE,23772,0.939544474,12.47259033,74.71324861,151691,94701,56990,3,5,0.695652174,0.666666667,0.130434783,0.095238095,18491.54,7664.43,31370.7,21495.41,79022.08
HH0181,R0181,Samburu,Endline,Female,KPMD,21,19,13,12,2,1,1,1,3,3,2,2,25.53347673,22.21584465,22.08872566,22.26077471,372.3657556,315.5444622,368.9454391,406.6568459,13.27024757,13.83100619,15.16248237,1.138584996,0.820910425,0.832200852,FALSE,0,,12.41740672,72.73131864,103140,70297,32843,6,4,0.619047619,0.631578947,0.095238095,0.052631579,28523.38,21030.26,16299.07,18104.99,83957.7
HH0182,R0182,Kajiado,Baseline,Female,KPMD,10,24,7,17,1,3,1,2,3,2,3,3,20.86431266,25.90994813,19.56127595,26.15859881,343.8241951,300.3518266,409.9384968,323.2837322,9.878666756,12.0619458,1,3.049693472,0.599685245,0.64179993,FALSE,0,,18.03514548,64.07891509,101482,77018,24464,5,6,0.7,0.708333333,0.1,0.125,21520.97,15564.2,24056.76,25369.95,86511.88
HH0182,R0182,Kajiado,Midline,Female,KPMD,11,28,7,18,1,2,1,1,5,1,3,1,24.97227259,21.95777767,27.34671611,19.32364968,336.262383,370.1662427,416.8305279,411.8532607,6.86867295,10.70677328,6.696332791,2.498705949,0.845007763,0.67606072,FALSE,0,,6.893293242,75.61546705,191740,130573,61167,6,4,0.636363636,0.642857143,0.090909091,0.071428571,41986.18,8128.03,34196.84,7958.51,92269.56
HH0182,R0182,Kajiado,Endline,Female,KPMD,14,26,10,18,1,3,1,2,1,1,1,1,29.52838595,22.65012112,28.37399219,18.80550127,423.3049968,327.7303704,348.6252237,443.2203123,15.32193501,11.63537726,18.33937885,2.207657013,0.62798087,0.126790289,FALSE,0,,8.908020244,56.92812431,24195,15521,8674,2,2,0.714285714,0.692307692,0.071428571,0.115384615,12499.51,7423.13,9891.89,8334.98,38149.51
HH0183,R0183,Narok,Baseline,Male,Control,15,19,5,8,3,3,1,1,0,2,0,2,,21.42529194,,22.52207413,,270.67327,,297.9351976,12.00441689,15.59076807,17.48050221,2.571242433,0.297040103,0.479626662,FALSE,0,,14.87316974,97.42331011,80512,30231,50281,2,2,0.333333333,0.421052632,0.2,0.157894737,0,11598.51,0,13420.24,25018.75
HH0183,R0183,Narok,Midline,Male,Control,12,21,5,8,2,3,1,2,0,1,0,3,,22.31838016,,23.37499814,,292.2849488,,406.4767738,12.29328544,16.28762036,27.34557635,2.453330133,0.622904353,0.858948663,TRUE,53696,0.670994751,8.48700474,67.05977056,39315,14207,25108,1,3,0.416666667,0.380952381,0.166666667,0.142857143,0,6523.33,0,28504.18,35027.51
HH0183,R0183,Narok,Endline,Male,Control,16,19,7,7,3,4,1,2,0,0,0,1,,,,18.09341363,,,,413.960947,,13.63196707,17.95572232,2.222709108,0.22713691,0.685585101,FALSE,0,,6.970490654,61.03737438,90612,42575,48037,0,1,0.4375,0.368421053,0.1875,0.210526316,0,0,0,7489.97,7489.97
HH0184,R0184,Narok,Baseline,Female,Control,22,0,8,0,4,0,2,0,0,0,0,0,,,,,,,,,,,16.79837096,2.649487915,0.453526861,0.54734244,TRUE,35457,0.783320605,13.6014706,57.51935156,67533,27983,39550,0,0,0.363636364,,0.181818182,,0,0,0,0,0
HH0184,R0184,Narok,Midline,Female,Control,23,3,9,1,3,0,1,0,0,1,0,0,,18.83849345,,,,378.915843,,,8.904860421,,21.11077987,3.670430286,0.364975214,0.260619958,FALSE,0,,20.61563236,51.85496839,154256,84449,69807,1,0,0.391304348,0.333333333,0.130434783,0,0,7138.2,0,0,7138.2
HH0184,R0184,Narok,Endline,Female,Control,22,3,9,1,3,0,1,0,0,3,0,2,,17.30492878,,24.44874189,,426.2913572,,388.4568205,10.88585426,12.01567213,23.52402755,2.789324456,0.679995734,0.321924736,FALSE,0,,12.55573674,68.16907058,43157,19460,23697,3,2,0.409090909,0.333333333,0.136363636,0,0,22130.82,0,18994.56,41125.38
HH0185,R0185,Kajiado,Baseline,Female,Control,26,6,10,2,5,1,2,1,0,3,0,1,,28.71957761,,14,,367.9752114,,469.2153524,12.47063646,13.44951716,30.76569928,1.090876483,0.767399516,0.433532312,FALSE,0,,13.3155034,63.78913024,54005,22559,31446,3,1,0.384615385,0.333333333,0.192307692,0.166666667,0,31704.28,0,6569.01,38273.29
HH0185,R0185,Kajiado,Midline,Female,Control,26,9,11,4,4,2,2,1,0,8,0,1,,18.6653585,,20.7462607,,314.8902283,,417.1060407,14.44195658,10.19380822,32.40567698,2.725766227,0.663887623,0.456895673,FALSE,0,,13.35192786,49.26255216,119798,45811,73987,8,1,0.423076923,0.444444444,0.153846154,0.222222222,0,47020.31,0,8653.39,55673.7
HH0185,R0185,Kajiado,Endline,Female,Control,23,7,9,3,5,1,2,1,0,2,0,6,,18.90990571,,18.76975652,,288.8730229,,471.6058464,20.74207073,10.94662153,36.68736457,3.017579165,0.657072412,0.554510202,TRUE,31112,0.611213776,17.82184018,47.15563952,110895,56449,54446,2,6,0.391304348,0.428571429,0.217391304,0.142857143,0,10925.12,0,53111.56,64036.68
HH0186,R0186,Samburu,Baseline,Female,Non-KPMD Seller,15,20,8,9,2,3,1,2,1,1,0,0,21.36915389,19.6258575,,,386.1370952,281.0071432,,,8.775291049,,30.70872195,1.248416479,0.81404626,0.196775368,FALSE,0,,20.7587809,67.12114777,59969,33451,26518,2,0,0.533333333,0.45,0.133333333,0.15,8251.42,5515.01,0,0,13766.43
HH0186,R0186,Samburu,Midline,Female,Non-KPMD Seller,15,20,8,11,2,3,1,2,0,3,0,0,,25.40195061,,,,289.8623722,,,15.74835756,,44.14194322,1.79505991,0.462159331,0.737692696,TRUE,42444,0.864880182,19.39134396,70.55798238,20359,9795,10564,3,0,0.533333333,0.55,0.133333333,0.15,0,22089.21,0,0,22089.21
HH0186,R0186,Samburu,Endline,Female,Non-KPMD Seller,18,23,10,11,3,3,2,2,1,4,1,5,24.71508881,18.5921624,25.03196776,23.1971246,475.8809567,371.6917909,428.9637681,348.8126331,15.62413812,11.86032637,25.15860759,2.722160963,0.29678603,0.459329934,FALSE,0,,8.227871218,69.50274508,133223,67561,65662,5,6,0.555555556,0.47826087,0.166666667,0.130434783,11761.44,27642.22,10737.81,40457.25,90598.72
HH0187,R0187,Narok,Baseline,Male,KPMD,39,18,28,13,5,2,4,1,2,1,1,1,24.91397701,23.24749721,24.06919516,23.97668537,400.7303439,347.0557273,413.8708361,407.2034936,9.603640904,13.79966155,11.88634353,2.907356253,0.465617404,0.504635668,TRUE,34338,0.936177848,11.00841932,45.97487959,17112,10230,6882,3,2,0.717948718,0.722222222,0.128205128,0.111111111,19967.57,8068.18,9961.54,9763.39,47760.68
HH0187,R0187,Narok,Midline,Male,KPMD,40,16,27,10,4,1,3,1,1,1,1,1,24.68681698,27.57716247,27.3456629,20.57059262,338.5122121,331.3992366,449.0864071,274.2710706,12.25076023,10.07583898,29.9836901,2.586803478,0.096446196,0.339968126,FALSE,0,,13.4077515,58.22392474,54663,36160,18503,2,2,0.675,0.625,0.1,0.0625,8356.79,9139.05,12280.57,5641.92,35418.33
HH0187,R0187,Narok,Endline,Male,KPMD,43,19,29,12,5,2,3,1,3,2,2,2,27.22407898,21.48725687,28.74773192,25.50319453,391.8730843,340.4020214,434.0963551,387.6646517,12.71575256,14.12859623,32.26536154,1.023312171,0.431880979,0.584385529,FALSE,0,,12.50843761,54.58815215,58125,40647,17478,5,4,0.674418605,0.631578947,0.11627907,0.105263158,32005.15,14628.61,24958.57,19773.37,91365.7
HH0188,R0188,Samburu,Baseline,Male,KPMD,24,20,16,12,3,2,2,1,1,0,1,0,24.20085206,,28.42260164,,400.2252421,,407.7001975,,13.99320075,14.6799616,17.49196402,0.586101731,0.736443381,0.277990935,TRUE,24878,0.845317667,0.834098561,66.17866425,112578,73084,39494,1,1,0.666666667,0.6,0.125,0.1,9685.79,0,11587.9,0,21273.69
HH0188,R0188,Samburu,Midline,Male,KPMD,22,20,14,14,2,2,1,1,3,1,3,2,30.73823255,19.4569456,24.88975671,23.03819412,404.8037279,313.3988029,467.3778536,370.5833774,8.738797461,10.95192503,14.86838477,3.8482646,0.664053656,0.856140262,FALSE,0,,16.10192758,79.54119092,16313,8489,7824,4,5,0.636363636,0.7,0.090909091,0.1,37328.85,6097.78,34898.76,17075.14,95400.53
HH0188,R0188,Samburu,Endline,Male,KPMD,25,22,16,13,2,2,2,1,3,2,2,1,24.82947882,23.4415706,18.71155321,22.07167514,326.2263811,379.6561678,337.558297,415.5711492,10.77250479,9.37107288,20.94454597,1.293775888,0.634166267,0.567811907,FALSE,0,,7.259575713,68.51637567,92867,56708,36159,5,3,0.64,0.590909091,0.08,0.090909091,24300.09,17799.47,12632.48,9172.35,63904.39
HH0189,R0189,Samburu,Baseline,Female,KPMD,17,0,12,0,2,0,1,0,1,1,0,0,23.63128553,22.04291378,,,304.1810969,368.5718495,,,13.56031525,,13.41472358,2.394377362,0.147821501,0.714627775,TRUE,35150,0.932125609,10.25048517,67.26520184,139027,102090,36937,2,0,0.705882353,,0.117647059,,7188.19,8124.4,0,0,15312.59
